,num bidders,avg rev
0,2.0,2.7718585822512667
1,3.0,4.555293623906147
2,4.0,6.1
3,5.0,7.781516561699268
4,6.0,8.499729407457627
5,7.0,9.63053477227511
6,8.0,10.26719046282867
7,9.0,10.89
8,10.0,11.732050119224688
9,11.0,12.470509211736303
10,12.0,13.509996299037242
11,13.0,13.628983821253879
12,14.0,14.480214086815153
13,15.0,14.639877048664037
14,16.0,15.52
15,17.0,15.91518771488417
16,18.0,16.758430714121175
17,19.0,17.21765082698566
18,20.0,17.709658381798334
19,21.0,18.055348238126008
20,22.0,18.386429778507843
21,23.0,18.94353451708524
22,24.0,19.497938352554097
23,25.0,19.55
24,26.0,20.09013688355557
25,27.0,20.47284054546413
26,28.0,21.06018043607414
27,29.0,21.48680758046667
28,30.0,21.744585532955096
29,31.0,21.936991589550285
30,32.0,22.344574285494904
31,33.0,22.633576827359832
32,34.0,23.207188541484296
33,35.0,23.60515833456747
34,36.0,23.94
35,37.0,24.270222495889897
36,38.0,24.349435311727454
37,39.0,24.979991993593593
38,40.0,25.1717301749403
39,41.0,25.35637198023408
40,42.0,25.793347979663285
41,43.0,26.03303094147894
42,44.0,26.5329983228432
43,45.0,26.832815729997478
44,46.0,27.129319932501073
45,47.0,27.422618401604176
46,48.0,27.64353088879928
47,49.0,28.0
48,50.0,28.284271247461902
49,51.0,28.494299429885974
50,52.0,28.844410203711913
51,53.0,28.756434062658045
52,54.0,29.393876913398138
53,55.0,29.590631963511694
54,56.0,29.708759650985094
55,57.0,30.199337741083
56,58.0,30.463092423455635
57,59.0,30.340525704081
58,60.0,30.983866769659336
59,61.0,31.16289620686755
60,62.0,31.496031496047245
61,63.0,31.74901573277509
62,64.0,31.92
63,65.0,32.2490309931942
64,66.0,32.41491323449748
65,67.0,32.7414110874898
66,68.0,32.90238289242893
67,69.0,33.2264954516723
68,70.0,33.13173705074939
69,71.0,33.53607609724191
70,72.0,33.85627268321189
71,73.0,34.17601498127012
72,74.0,34.40930106817051
73,75.0,34.64101615137755
74,76.0,34.87119154832539
75,77.0,35.09985754956849
76,78.0,35.32704346531139
77,79.0,35.552777669262355
78,80.0,35.77708763999664
