,num bidders,avg rev
0,2.0,2.8284271247461903
1,3.0,4.676537180435969
2,4.0,7.0
3,5.0,9.391485505499118
4,6.0,10.042907945411029
5,7.0,10.053854982045443
6,8.0,11.879393923934
7,9.0,12.9
8,10.0,15.811388300841898
9,11.0,15.588136514670378
10,12.0,13.163586137523467
11,13.0,17.30664612222715
12,14.0,17.585789717837525
13,15.0,17.81572339255412
14,16.0,20.0
15,17.0,18.553975315279473
16,18.0,20.788939366884495
17,19.0,21.358604823349303
18,20.0,22.360679774997898
19,21.0,22.454620905283615
20,22.0,22.983037223134808
21,23.0,23.01999131190105
22,24.0,24.49489742783178
23,25.0,25.0
24,26.0,25.495097567963924
25,27.0,25.98076211353316
26,28.0,26.457513110645905
27,29.0,26.92582403567252
28,30.0,27.386127875258307
29,31.0,27.282045377867107
30,32.0,28.284271247461902
31,33.0,28.722813232690143
32,34.0,29.154759474226502
33,35.0,29.58039891549808
34,36.0,30.0
35,37.0,30.413812651491096
36,38.0,30.82207001484488
37,39.0,31.22498999199199
38,40.0,31.622776601683796
39,41.0,32.01562118716424
40,42.0,32.4037034920393
41,43.0,32.78719262151
42,44.0,33.166247903553995
43,45.0,33.54101966249685
44,46.0,33.91164991562634
45,47.0,33.59270754196512
46,48.0,33.948195828349995
47,49.0,33.6
48,50.0,35.35533905932738
