,num bidders,avg rev
0,2.0,2.7152900397563426
1,3.0,4.7458192127387235
2,4.0,6.82
3,5.0,8.318172876299219
4,6.0,9.895938560844039
5,7.0,11.11215550647128
6,8.0,12.445079348883237
7,9.0,12.99
8,10.0,14.32511780056276
9,11.0,15.422305275152608
10,12.0,16.142713526541936
11,13.0,17.162424071208587
12,14.0,17.660622865573004
13,15.0,18.435400727947304
14,16.0,19.08
15,17.0,19.9146001717333
16,18.0,19.855558415718253
17,19.0,21.14065987617227
18,20.0,21.68985938174796
19,21.0,22.454620905283615
20,22.0,22.936133065536573
21,23.0,23.163866257600436
22,24.0,24.05398927413081
23,25.0,24.2
24,26.0,25.240146592284287
25,27.0,25.357223822808365
26,28.0,26.087107927096863
27,29.0,26.49501085110176
28,30.0,26.893177573503657
29,31.0,27.282045377867107
30,32.0,28.11456561997713
31,33.0,28.49303072682862
32,34.0,28.688283322638878
33,35.0,28.988790937188117
34,36.0,29.7
35,37.0,30.23132977558215
36,38.0,30.6987817347855
37,39.0,30.662940172136135
38,40.0,31.49628549527706
39,41.0,31.887558702415586
40,42.0,32.079666457118904
41,43.0,32.59046946578094
42,44.0,33.03358291193978
43,45.0,33.33977354452187
44,46.0,33.91164991562634
45,47.0,34.20971645600121
46,48.0,34.64101615137754
47,49.0,35.0
48,50.0,35.21391770309007
49,51.0,35.42148500557254
50,52.0,35.83917967811205
51,53.0,36.32774834750979
52,54.0,36.742346141747674
53,55.0,37.00683045060736
54,56.0,37.416573867739416
55,57.0,37.74917217635375
56,58.0,38.07886552931954
57,59.0,38.328917281864356
58,60.0,38.57491412822587
59,61.0,39.05124837953327
60,62.0,39.1338191338387
61,63.0,39.68626966596886
62,64.0,40.0
63,65.0,40.23066616400976
64,66.0,40.213990102948
65,67.0,40.926763859362254
66,68.0,41.0661320311519
67,69.0,41.53311931459037
68,70.0,41.74933532405037
69,71.0,42.1307488658818
70,72.0,42.34155405745046
71,73.0,42.549138651681304
72,74.0,42.92560308254271
73,75.0,43.30127018922194
74,76.0,43.501811456535926
75,77.0,43.874821936960615
76,78.0,43.80553389698613
77,79.0,43.907680421539006
78,80.0,44.721359549995796
