,num bidders,avg rev
0,2.0,2.8284271247461903
1,3.0,5.022947341949744
2,4.0,6.8
3,5.0,9.615092303249096
4,6.0,11.022703842524301
5,7.0,12.964181424216495
6,8.0,14.142135623730951
7,9.0,15.6
8,10.0,15.811388300841898
9,11.0,17.24644890984808
10,12.0,18.706148721743872
11,13.0,19.469976887505542
12,14.0,19.456618411224497
13,15.0,21.688706738761535
14,16.0,24.0
15,17.0,23.91401262858243
16,18.0,25.031580054003783
17,19.0,22.23038461205744
18,20.0,25.93838853899756
19,21.0,23.829393613770367
20,22.0,27.20441140697589
21,23.0,28.295405987545042
22,24.0,28.414081016284864
23,25.0,27.0
24,26.0,30.08421513019743
25,27.0,28.578838324886476
26,28.0,31.74901573277509
27,29.0,32.31098884280702
28,30.0,31.220185777794466
29,31.0,33.40658617698013
30,32.0,33.941125496954285
31,33.0,33.31846334992056
32,34.0,33.236425800618214
33,35.0,33.721654763667814
34,36.0,35.4
35,37.0,36.49657518178932
36,38.0,36.98648401781386
37,39.0,37.46998799039039
38,40.0,37.31487638998688
39,41.0,38.41874542459709
40,42.0,38.236370120606374
41,43.0,39.344631145812
42,44.0,39.7994974842648
43,45.0,40.24922359499622
44,46.0,40.69397989875161
45,47.0,41.13392760240626
46,48.0,41.569219381653056
47,49.0,42.0
48,50.0,41.01219330881976
